Date,Open,High,Low,Close,Volume,Turnover
2005-12-30,,,,1000.0,,
2006-01-02,,,,1014.42,,
2006-01-03,,,,1030.43,,
2006-01-04,,,,1040.61,,
2006-01-05,,,,1032.63,,
2006-01-06,,,,1035.45,,
2006-01-09,,,,1045.97,,
2006-01-10,,,,1041.13,,
2006-01-12,,,,1046.92,,
2006-01-13,,,,1033.06,,
2006-01-16,,,,1034.85,,
2006-01-17,,,,1028.59,,
2006-01-18,,,,1030.54,,
2006-01-19,,,,1058.52,,
2006-01-20,,,,1062.12,,
2006-01-23,,,,1065.85,,
2006-01-24,,,,1070.14,,
2006-01-25,,,,1056.71,,
2006-01-27,,,,1054.57,,
2006-01-30,,,,1046.19,,
2006-01-31,,,,1071.25,,
2006-02-01,,,,1039.51,,
2006-02-02,,,,1032.48,,
2006-02-03,,,,1042.6,,
2006-02-06,,,,1053.1,,
2006-02-07,,,,1064.68,,
2006-02-08,,,,1056.59,,
2006-02-10,,,,1089.34,,
2006-02-13,,,,1115.28,,
2006-02-14,,,,1100.12,,
2006-02-15,,,,1113.71,,
2006-02-16,,,,1118.2,,
2006-02-17,,,,1131.37,,
2006-02-20,,,,1106.01,,
2006-02-21,,,,1108.24,,
2006-02-22,,,,1102.5,,
2006-02-23,,,,1099.87,,
2006-02-24,,,,1091.51,,
2006-02-27,,,,1118.64,,
2006-02-28,,,,1124.06,,
2006-03-01,,,,1139.92,,
2006-03-02,,,,1152.29,,
2006-03-03,,,,1165.48,,
2006-03-06,,,,1159.01,,
2006-03-07,,,,1152.73,,
2006-03-08,,,,1135.95,,
2006-03-09,,,,1136.31,,
2006-03-10,,,,1171.83,,
2006-03-13,,,,1184.6,,
2006-03-14,,,,1183.78,,
2006-03-16,,,,1258.98,,
2006-03-17,,,,1284.55,,
2006-03-20,,,,1335.59,,
2006-03-21,,,,1315.81,,
2006-03-22,,,,1310.31,,
2006-03-23,,,,1324.75,,
2006-03-24,,,,1333.12,,
2006-03-27,,,,1320.69,,
2006-03-28,,,,1308.85,,
2006-03-29,,,,1326.08,,
2006-03-30,,,,1338.27,,
2006-03-31,,,,1337.94,,
2006-04-03,,,,1379.1,,
2006-04-04,,,,1403.89,,
2006-04-05,,,,1406.02,,
2006-04-07,,,,1396.43,,
2006-04-10,,,,1383.35,,
2006-04-12,,,,1344.83,,
2006-04-13,,,,1321.68,,
2006-04-17,,,,1365.45,,
2006-04-18,,,,1388.92,,
2006-04-19,,,,1369.65,,
2006-04-20,,,,1371.18,,
2006-04-21,,,,1363.74,,
2006-04-24,,,,1372.01,,
2006-04-25,,,,1360.02,,
2006-04-26,,,,1367.84,,
2006-04-27,,,,1396.57,,
2006-04-28,,,,1442.21,,
2006-04-29,,,,1452.07,,
2006-05-02,,,,1505.22,,
2006-05-03,,,,1492.83,,
2006-05-04,,,,1482.26,,
2006-05-05,,,,1463.36,,
2006-05-08,,,,1494.27,,
2006-05-09,,,,1519.26,,
2006-05-10,,,,1530.08,,
2006-05-11,,,,1519.11,,
2006-05-12,,,,1520.06,,
2006-05-15,,,,1486.34,,
2006-05-16,,,,1467.05,,
2006-05-17,,,,1469.75,,
2006-05-18,,,,1374.87,,
2006-05-19,,,,1319.22,,
2006-05-22,,,,1263.52,,
2006-05-23,,,,1321.27,,
2006-05-24,,,,1277.73,,
2006-05-25,,,,1298.81,,
2006-05-26,,,,1340.51,,
2006-05-29,,,,1353.25,,
2006-05-30,,,,1333.2,,
2006-05-31,,,,1285.7,,
2006-06-01,,,,1241.46,,
2006-06-02,,,,1239.29,,
2006-06-05,,,,1268.31,,
2006-06-06,,,,1207.53,,
2006-06-07,,,,1125.87,,
2006-06-08,,,,1051.2,,
2006-06-09,,,,1065.77,,
2006-06-12,,,,1045.1,,
2006-06-13,,,,982.52,,
2006-06-14,,,,939.04,,
2006-06-15,,,,1031.75,,
2006-06-16,,,,1086.27,,
2006-06-19,,,,1098.26,,
2006-06-20,,,,1095.91,,
2006-06-21,,,,1124.61,,
2006-06-22,,,,1150.72,,
2006-06-23,,,,1152.71,,
2006-06-25,,,,1156.74,,
2006-06-26,,,,1113.17,,
2006-06-27,,,,1111.49,,
