Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-07-02,WONDERLA,EQ,213.75,215.45,217.0,212.1,213.05,213.15,213.76,172607,3689601329999.9995,1933,103846,0.6016
2014-07-03,WONDERLA,EQ,213.15,214.35,227.9,212.5,223.0,220.6,221.76,1115916,24746443600000.0,12689,294616,0.264
2014-07-04,WONDERLA,EQ,220.6,222.6,242.4,220.6,240.0,238.9,230.65,1626900,37524361240000.0,19693,642691,0.395
2014-07-07,WONDERLA,EQ,238.9,240.5,253.8,238.25,244.75,245.3,245.89,1084776,26673971925000.0,17553,330255,0.3044
2014-07-08,WONDERLA,EQ,245.3,245.9,245.9,220.1,223.0,223.2,232.54,422100,9815655160000.0,6959,224919,0.5329
2014-07-09,WONDERLA,EQ,223.2,224.3,225.5,213.0,214.25,215.8,219.02,290532,6363180275000.0,4916,125281,0.43119999999999997
2014-07-10,WONDERLA,EQ,215.8,215.2,233.0,209.0,221.55,221.2,220.43,366424,8077162195000.0,6669,170670,0.4658
2014-07-11,WONDERLA,EQ,221.2,222.8,227.0,213.0,215.65,215.2,218.76,200754,4391598525000.0,4146,103007,0.5131
2014-07-14,WONDERLA,EQ,215.2,217.45,221.75,213.0,216.5,216.25,217.75,119479,2601633860000.0,2328,65120,0.545
2014-07-15,WONDERLA,EQ,216.25,218.0,225.0,217.5,224.2,223.45,221.17,160929,3559253404999.9995,3144,58464,0.3633
2014-07-16,WONDERLA,EQ,223.45,225.1,229.9,224.0,225.1,225.15,226.4,148874,3370465970000.0005,2949,68950,0.4631
2014-07-17,WONDERLA,EQ,225.15,226.65,233.05,224.2,230.7,231.15,229.69,207587,4768036535000.0,3134,85367,0.4112
2014-07-18,WONDERLA,EQ,231.15,229.0,237.35,227.2,229.7,229.7,232.23,216471,5027189275000.0,3578,89328,0.41270000000000007
2014-07-21,WONDERLA,EQ,229.7,231.45,233.95,228.6,231.0,229.55,231.28,65878,1523603735000.0,1591,37242,0.5653
2014-07-22,WONDERLA,EQ,229.55,231.5,233.85,224.75,226.55,226.75,229.05,120208,2753328845000.0,2539,67598,0.5623
2014-07-23,WONDERLA,EQ,226.75,228.0,229.55,217.5,223.0,221.75,222.04,192323,4270303885000.0,2963,111460,0.5795
2014-07-24,WONDERLA,EQ,221.75,222.85,228.0,221.5,225.5,225.05,225.33,102551,2310740225000.0,1951,37670,0.36729999999999996
2014-07-25,WONDERLA,EQ,225.05,223.35,226.9,218.5,220.0,219.95,221.92,125414,2783182470000.0,2051,79795,0.6363000000000001
2014-07-28,WONDERLA,EQ,219.95,221.3,222.3,217.5,218.55,219.25,219.4,65047,1427101075000.0,1264,36065,0.5544
2014-07-30,WONDERLA,EQ,219.25,219.95,222.95,217.5,220.3,220.4,219.99,77840,1712402225000.0,1596,37239,0.47840000000000005
2014-07-31,WONDERLA,EQ,220.4,221.7,222.0,217.5,217.5,218.35,219.71,56986,1252031055000.0,1008,36952,0.6484000000000001
2014-08-01,WONDERLA,EQ,218.35,217.0,227.9,213.55,217.0,216.7,222.28,234291,5207785585000.0,4184,98995,0.4225
2014-08-04,WONDERLA,EQ,216.7,218.25,224.45,218.0,218.9,219.1,220.84,100583,2221323815000.0,2401,66633,0.6625
2014-08-05,WONDERLA,EQ,219.1,220.7,222.0,216.1,217.0,217.35,218.45,99935,2183107570000.0,3934,70672,0.7072
2014-08-06,WONDERLA,EQ,217.35,217.7,224.8,217.5,224.7,223.7,222.48,250454,5572169455000.0,4055,117969,0.47100000000000003
2014-08-07,WONDERLA,EQ,223.7,222.1,229.9,222.0,226.75,226.05,226.31,162282,3672606800000.0,3012,81664,0.5032
2014-08-08,WONDERLA,EQ,226.05,223.5,234.7,214.3,231.5,230.75,225.65,1139867,25720965875000.0,16197,357897,0.314
2014-08-11,WONDERLA,EQ,230.75,235.0,243.6,233.4,236.9,236.7,238.34,610901,14560282269999.998,9769,274606,0.4495
2014-08-12,WONDERLA,EQ,236.7,238.35,252.5,238.35,249.2,249.25,246.76,995595,24567790030000.0,17691,318837,0.32020000000000004
2014-08-13,WONDERLA,EQ,249.25,249.2,265.65,246.5,265.05,260.6,256.79,974798,25031943920000.0,17556,356506,0.3657
2014-08-14,WONDERLA,EQ,260.6,264.25,298.8,264.25,286.1,287.05,283.2,2423521,68634393085000.0,45267,409685,0.16899999999999998
2014-08-18,WONDERLA,EQ,287.05,286.9,294.4,282.0,291.0,290.05,288.97,728765,21058975075000.0,13853,143260,0.1966
2014-08-19,WONDERLA,EQ,290.05,291.4,293.7,282.5,284.0,284.1,287.07,344070,9877325900000.0,6385,140535,0.40840000000000004
2014-08-20,WONDERLA,EQ,284.1,284.5,311.9,283.7,298.0,297.75,301.78,1358113,40984779580000.0,23314,287255,0.2115
2014-08-21,WONDERLA,EQ,297.75,298.6,315.0,295.0,313.7,311.9,307.13,999735,30705002314999.996,17469,175945,0.17600000000000002
2014-08-22,WONDERLA,EQ,311.9,314.4,316.7,305.55,308.95,311.45,311.21,691512,21520381805000.0,13258,171203,0.24760000000000001
2014-08-25,WONDERLA,EQ,311.45,312.3,349.8,311.55,339.25,338.45,335.05,2144539,71852490150000.0,36077,327339,0.1526
2014-08-26,WONDERLA,EQ,338.45,341.5,355.5,324.0,326.2,326.8,339.57,2115101,71822292330000.0,39655,459222,0.21710000000000002
2014-08-27,WONDERLA,EQ,326.8,329.2,341.0,327.1,334.7,333.75,334.07,793080,26494760430000.0,14829,141687,0.17870000000000003
2014-08-28,WONDERLA,EQ,333.75,335.0,343.0,311.6,323.0,321.35,330.01,785241,25913741155000.0,14171,254305,0.3239
2014-09-01,WONDERLA,EQ,321.35,323.8,329.4,314.5,317.5,318.8,321.26,517362,16620776169999.998,8664,199839,0.38630000000000003
2014-09-02,WONDERLA,EQ,318.8,319.95,323.9,311.35,313.0,312.9,316.5,469203,14850273385000.0,7316,178769,0.381
2014-09-03,WONDERLA,EQ,312.9,314.35,321.7,308.0,309.85,310.75,315.22,569020,17936645740000.0,8454,166018,0.2918
2014-09-04,WONDERLA,EQ,310.75,310.0,315.0,303.0,307.7,307.55,309.14,382194,11815029650000.0,6543,133514,0.3493
2014-09-05,WONDERLA,EQ,307.55,308.1,320.0,307.55,313.8,315.45,315.2,585230,18446610045000.0,9828,198042,0.33840000000000003
2014-09-08,WONDERLA,EQ,315.45,317.5,322.7,315.0,320.0,319.6,318.99,417490,13317376245000.0,6510,141642,0.3393
2014-09-09,WONDERLA,EQ,319.6,321.5,322.0,313.0,314.55,315.3,316.62,281171,8902548550000.0,3804,127827,0.4546
2014-09-10,WONDERLA,EQ,315.3,314.65,331.65,311.55,319.1,319.0,323.27,1028147,33236579939999.996,15655,322669,0.3138
2014-09-11,WONDERLA,EQ,319.0,318.8,325.8,316.5,319.0,320.4,321.2,378214,12148134065000.0,6118,108680,0.2874
2014-09-12,WONDERLA,EQ,320.4,321.7,323.0,312.0,315.2,314.1,315.98,292015,9227159900000.0,5735,126614,0.4336
2014-09-15,WONDERLA,EQ,314.1,312.1,321.8,310.5,314.15,313.8,316.07,353238,11164718030000.0,7524,141216,0.3998
2014-09-16,WONDERLA,EQ,313.8,314.65,316.6,280.1,295.35,294.9,300.2,593292,17810692680000.0,9371,299727,0.5052000000000001
2014-09-17,WONDERLA,EQ,294.9,298.65,299.7,282.65,290.75,291.05,290.12,347719,10088054785000.0,7163,118164,0.3398
2014-09-18,WONDERLA,EQ,291.05,291.0,303.4,285.0,299.7,299.1,297.88,374929,11168481865000.0,6435,114276,0.3048
2014-09-19,WONDERLA,EQ,299.1,301.4,324.85,296.0,321.75,317.95,312.55,1006384,31454135470000.0,15577,346178,0.344
2014-09-22,WONDERLA,EQ,317.95,320.2,328.8,315.65,318.5,318.95,321.81,453439,14592184955000.002,8046,139743,0.30820000000000003
2014-09-23,WONDERLA,EQ,318.95,318.55,321.7,304.0,306.1,305.1,310.94,307949,9575265260000.0,6426,153037,0.49700000000000005
2014-09-24,WONDERLA,EQ,305.1,306.1,307.25,285.1,286.8,287.8,292.19,442174,12919734240000.0,10240,236552,0.535
2014-09-25,WONDERLA,EQ,287.8,287.2,290.5,285.0,286.7,285.75,285.92,386305,11045147465000.0,9393,216860,0.5614
2014-09-26,WONDERLA,EQ,285.75,285.45,299.8,284.0,288.95,288.1,290.82,589483,17143332430000.002,15003,293174,0.49729999999999996
2014-09-29,WONDERLA,EQ,288.1,290.1,301.0,288.5,295.3,295.4,295.93,571805,16921526015000.0,10517,205334,0.3591
2014-09-30,WONDERLA,EQ,295.4,297.4,297.4,285.6,288.0,287.95,291.32,174186,5074449605000.0,3889,71237,0.409
2014-10-01,WONDERLA,EQ,287.95,288.0,292.5,286.55,287.35,287.55,288.97,151717,4384160929999.9995,2982,47914,0.31579999999999997
2014-10-07,WONDERLA,EQ,287.55,285.0,296.4,284.15,293.4,291.85,291.19,239386,6970752984999.999,5701,75281,0.3145
2014-10-08,WONDERLA,EQ,291.85,291.85,294.85,288.0,289.5,289.5,290.55,109260,3174517470000.0,2661,44524,0.40750000000000003
2014-10-09,WONDERLA,EQ,289.5,289.65,302.3,289.65,295.15,295.55,296.88,526038,15616998590000.0,9251,77431,0.1472
2014-10-10,WONDERLA,EQ,295.55,292.55,294.65,288.5,291.1,290.15,291.77,151009,4406015370000.0,3916,53438,0.3539
2014-10-13,WONDERLA,EQ,290.15,290.0,296.9,290.0,292.65,292.7,293.43,166880,4896782900000.0,5058,68650,0.4114
2014-10-14,WONDERLA,EQ,292.7,293.1,315.6,293.1,306.0,307.4,308.43,942576,29071514905000.0,18516,436275,0.4629
2014-10-16,WONDERLA,EQ,307.4,304.75,323.0,301.3,305.9,305.0,315.86,889750,28103414814999.996,16730,271478,0.30510000000000004
2014-10-17,WONDERLA,EQ,305.0,309.95,317.3,308.15,311.35,310.3,311.56,323691,10084896560000.0,6593,67336,0.20800000000000002
2014-10-20,WONDERLA,EQ,310.3,316.0,319.8,311.6,314.0,314.65,315.5,283093,8931471305000.0,6145,66893,0.23629999999999998
2014-10-21,WONDERLA,EQ,314.65,315.0,319.95,312.25,315.0,314.55,316.51,373220,11812877670000.0,6768,63364,0.1698
2014-10-22,WONDERLA,EQ,314.55,318.0,318.85,313.2,316.45,314.95,315.66,119456,3770720715000.0,1924,40559,0.3395
2014-10-23,WONDERLA,EQ,314.95,317.9,319.9,317.05,317.75,318.4,318.71,111601,3556819610000.0,2068,58756,0.5265
2014-10-27,WONDERLA,EQ,318.4,319.95,324.9,314.2,316.0,316.6,320.5,364091,11669189005000.0,6206,74313,0.2041
2014-10-28,WONDERLA,EQ,316.6,316.1,320.8,315.45,317.0,316.9,317.87,152279,4840417220000.0,2601,37360,0.24530000000000002
2014-10-29,WONDERLA,EQ,316.9,319.0,319.9,309.5,311.75,311.8,314.58,144074,4532320075000.0,4515,68153,0.473
2014-10-30,WONDERLA,EQ,311.8,312.1,316.7,305.1,309.1,308.55,311.26,144539,4498908535000.0,6153,65211,0.4512
2014-10-31,WONDERLA,EQ,308.55,310.3,313.45,305.0,306.9,306.6,308.78,277250,8560936340000.001,9525,146338,0.5278
2014-11-03,WONDERLA,EQ,306.6,309.4,317.35,307.65,315.9,315.55,314.13,311464,9783913570000.0,4756,97450,0.3129
2014-11-05,WONDERLA,EQ,315.55,317.4,330.0,316.0,329.6,327.9,325.06,967008,31433107025000.0,18785,381721,0.3947
2014-11-07,WONDERLA,EQ,327.9,329.7,334.65,308.0,308.1,310.9,321.89,1209081,38919275445000.0,19863,423901,0.3506
2014-11-10,WONDERLA,EQ,310.9,311.7,316.3,307.5,308.2,308.3,310.54,444351,13799032865000.0,7428,226830,0.5105
2014-11-11,WONDERLA,EQ,308.3,310.7,313.3,303.5,306.55,305.15,308.58,237715,7335293190000.001,4505,99373,0.418
2014-11-12,WONDERLA,EQ,305.15,307.0,309.35,304.0,305.0,305.0,306.68,153648,4712091965000.0,2990,64683,0.42100000000000004
2014-11-13,WONDERLA,EQ,305.0,307.4,307.8,298.0,300.1,300.55,301.68,197507,5958308000000.0,4163,94628,0.47909999999999997
2014-11-14,WONDERLA,EQ,300.55,301.0,302.0,294.5,297.7,296.15,297.33,149983,4459378535000.0,2982,70923,0.4729
2014-11-17,WONDERLA,EQ,296.15,295.1,309.3,292.5,308.95,307.0,301.4,297658,8971403600000.0,5656,103829,0.34880000000000005
2014-11-18,WONDERLA,EQ,307.0,308.85,316.3,307.75,312.6,312.45,311.99,349089,10891400035000.0,6063,138385,0.39640000000000003
2014-11-19,WONDERLA,EQ,312.45,313.4,314.45,300.0,304.0,304.55,307.78,162066,4988072760000.0,2757,63076,0.38920000000000005
2014-11-20,WONDERLA,EQ,304.55,302.5,306.0,298.0,302.0,302.05,301.92,101628,3068347465000.0,2334,35220,0.34659999999999996
2014-11-21,WONDERLA,EQ,302.05,301.8,308.0,301.5,302.5,302.6,303.96,95760,2910691360000.0,2059,28381,0.2964
2014-11-24,WONDERLA,EQ,302.6,303.0,311.85,302.75,305.0,305.8,307.9,335319,10324575880000.0,6521,73672,0.2197
2014-11-25,WONDERLA,EQ,305.8,306.0,307.0,296.1,299.1,299.5,301.1,144680,4356332529999.9995,2862,54813,0.3789
2014-11-26,WONDERLA,EQ,299.5,298.25,305.0,296.5,299.85,300.15,300.78,95366,2868418350000.0,2371,35114,0.3682
2014-11-27,WONDERLA,EQ,300.15,301.9,302.6,297.5,298.1,298.5,299.75,70508,2113502164999.9998,1564,30420,0.4314
2014-11-28,WONDERLA,EQ,298.5,298.2,307.8,298.2,301.6,302.2,303.99,193852,5892832640000.0,3730,58891,0.3038
2014-12-01,WONDERLA,EQ,302.2,301.55,304.0,295.5,296.65,296.6,298.57,104109,3108332920000.0,1945,60868,0.5847
2014-12-02,WONDERLA,EQ,296.6,296.6,297.5,291.5,292.0,292.3,294.17,185884,5468227695000.0,3410,99461,0.5351
2014-12-03,WONDERLA,EQ,292.3,292.1,298.0,292.1,293.8,293.5,294.8,243600,7181393059999.999,4025,161516,0.663
2014-12-04,WONDERLA,EQ,293.5,294.9,299.4,291.5,293.35,293.05,294.52,154881,4561491610000.0,2400,86173,0.5564
2014-12-05,WONDERLA,EQ,293.05,293.2,294.75,289.0,289.8,290.05,292.09,114233,3336582915000.0,1997,79029,0.6918000000000001
2014-12-08,WONDERLA,EQ,290.05,291.5,291.55,285.5,285.8,286.3,287.53,104930,3017050875000.0,2212,60215,0.5739
2014-12-09,WONDERLA,EQ,286.3,284.8,286.5,280.0,282.9,282.0,283.34,173704,4921650700000.0,7007,106590,0.6136
2014-12-10,WONDERLA,EQ,282.0,280.4,283.7,275.0,276.5,276.7,278.34,179934,5008309165000.0,5577,100862,0.5605
2014-12-11,WONDERLA,EQ,276.7,277.45,284.85,268.0,281.5,280.55,276.72,233052,6448935055000.0,5502,100921,0.433
2014-12-12,WONDERLA,EQ,280.55,281.9,283.0,270.0,271.0,271.85,276.25,118973,3286649585000.0,2674,67750,0.5695
2014-12-15,WONDERLA,EQ,271.85,268.2,272.0,264.5,268.5,267.55,267.63,146946,3932704610000.0,3126,94138,0.6406000000000001
2014-12-16,WONDERLA,EQ,267.55,266.9,270.0,260.5,267.7,266.7,265.61,286020,7596923005000.0,3775,204662,0.7156
2014-12-17,WONDERLA,EQ,266.7,264.55,271.45,255.0,270.0,269.1,263.79,169292,4465728950000.0,3334,85337,0.5041
2014-12-18,WONDERLA,EQ,269.1,272.8,290.0,272.8,286.5,286.65,281.38,223878,6299400550000.0,4020,108896,0.4864
2014-12-19,WONDERLA,EQ,286.65,288.65,293.0,283.7,290.95,288.4,288.26,439449,12667741305000.0,6284,191306,0.4353
2014-12-22,WONDERLA,EQ,288.4,290.0,306.0,290.0,302.05,302.0,301.37,584650,17619611670000.0,13230,328834,0.5624
2014-12-23,WONDERLA,EQ,302.0,303.0,304.0,294.3,295.5,295.25,298.56,308635,9214617265000.0,3770,196999,0.6383
2014-12-24,WONDERLA,EQ,295.25,292.35,301.75,292.35,294.6,294.15,296.68,215112,6382001335000.0,3784,144821,0.6731999999999999
2014-12-26,WONDERLA,EQ,294.15,295.0,297.0,290.05,291.0,292.3,293.55,182889,5368681070000.0,1951,97195,0.5314
2014-12-29,WONDERLA,EQ,292.3,292.0,294.6,289.0,291.0,290.65,292.9,200535,5873700165000.0,2055,135992,0.6781
2014-12-30,WONDERLA,EQ,290.65,291.7,309.8,290.5,309.3,308.3,303.57,490059,14876748980000.002,7813,232986,0.4754
2014-12-31,WONDERLA,EQ,308.3,309.8,316.7,306.0,311.1,310.85,311.92,682841,21299145615000.0,10090,169989,0.2489
2015-01-01,WONDERLA,EQ,310.85,311.0,312.2,305.1,308.15,308.1,308.72,123823,3822607529999.9995,2680,49747,0.4018
2015-01-02,WONDERLA,EQ,308.1,308.1,313.8,306.05,307.5,307.9,310.27,158325,4912320625000.0,2902,80069,0.5057
2015-01-05,WONDERLA,EQ,307.9,307.25,318.85,307.2,317.0,316.45,314.5,412413,12970314805000.0,6105,203818,0.49420000000000003
2015-01-06,WONDERLA,EQ,316.45,314.7,315.0,302.25,305.0,304.65,308.44,214117,6604257490000.0,5186,105056,0.49060000000000004
2015-01-07,WONDERLA,EQ,304.65,303.35,313.9,293.05,308.95,307.8,304.33,467693,14233298760000.0,7199,228456,0.48850000000000005
2015-01-08,WONDERLA,EQ,307.8,309.2,316.9,309.2,314.9,314.2,313.11,189424,5931113435000.0,3051,90968,0.4802
2015-01-09,WONDERLA,EQ,314.2,326.0,337.0,321.1,325.15,326.85,329.04,1774981,58404792025000.0,21791,838815,0.47259999999999996
2015-01-12,WONDERLA,EQ,326.85,326.9,328.9,315.75,322.0,321.0,322.0,265748,8557014550000.0,4582,124487,0.46840000000000004
2015-01-13,WONDERLA,EQ,321.0,321.0,326.5,318.0,320.4,319.7,322.01,183807,5918794310000.0,3064,87276,0.4748
2015-01-14,WONDERLA,EQ,319.7,320.1,338.2,320.1,331.0,330.8,330.73,1104431,36527080760000.0,17775,513443,0.46490000000000004
2015-01-15,WONDERLA,EQ,330.8,335.95,341.45,331.55,335.2,335.05,336.07,510183,17145909819999.998,7510,247741,0.48560000000000003
2015-01-16,WONDERLA,EQ,335.05,336.65,339.85,328.1,332.5,331.3,333.44,352733,11761653415000.0,5502,172349,0.4886
2015-01-19,WONDERLA,EQ,331.3,333.95,334.8,321.45,321.45,322.05,327.05,167273,5470675990000.0,3043,102447,0.6125
2015-01-20,WONDERLA,EQ,322.05,322.1,326.4,318.0,320.25,320.65,322.37,142204,4584203330000.0,2321,86915,0.6112
2015-01-21,WONDERLA,EQ,320.65,320.15,337.95,320.15,334.8,336.05,330.44,536899,17741382170000.0,9372,282361,0.5259
2015-01-22,WONDERLA,EQ,336.05,337.4,343.9,332.8,339.65,341.2,339.34,498594,16919449125000.0,9226,222428,0.4461
2015-01-23,WONDERLA,EQ,341.2,342.65,348.5,334.0,338.0,344.4,341.82,518536,17724498680000.0,7309,220369,0.425
2015-01-27,WONDERLA,EQ,344.4,339.95,343.7,333.25,335.55,335.4,336.9,166334,5603743280000.0,2608,78206,0.47020000000000006
2015-01-28,WONDERLA,EQ,335.4,337.0,347.0,335.05,343.0,341.9,342.23,428086,14650196619999.998,12605,203887,0.47630000000000006
2015-01-29,WONDERLA,EQ,341.9,337.2,348.5,323.0,328.0,330.0,337.31,520641,17561907100000.0,10050,184920,0.3552
2015-01-30,WONDERLA,EQ,330.0,334.0,334.0,324.0,324.05,325.5,328.97,121929,4011151425000.0,2556,57122,0.4685
2015-02-02,WONDERLA,EQ,325.5,325.0,327.85,311.1,313.5,313.1,318.11,162861,5180809940000.0,2957,99434,0.6104999999999999
2015-02-03,WONDERLA,EQ,313.1,315.95,321.0,310.2,311.8,312.9,316.51,145065,4591438345000.0,3210,82856,0.5712
2015-02-04,WONDERLA,EQ,312.9,314.85,316.8,307.0,310.0,309.6,312.05,94982,2963957430000.0,2246,52439,0.5521
2015-02-05,WONDERLA,EQ,309.6,308.15,312.05,298.6,299.95,303.35,306.74,132996,4079552529999.9995,2310,80473,0.6051
2015-02-06,WONDERLA,EQ,303.35,300.25,304.1,295.0,299.9,297.5,299.46,170995,5120583640000.0,4397,97478,0.5700999999999999
2015-02-09,WONDERLA,EQ,297.5,290.3,295.8,287.0,290.0,288.65,291.33,159746,4653845960000.0,3875,106395,0.6659999999999999
2015-02-10,WONDERLA,EQ,288.65,290.0,294.0,283.5,288.65,285.15,289.31,196643,5689093425000.0,3535,131825,0.6704000000000001
2015-02-11,WONDERLA,EQ,285.15,287.95,295.0,287.95,289.7,289.5,290.69,173061,5030746540000.0,2565,97730,0.5647
2015-02-12,WONDERLA,EQ,289.5,290.65,299.9,290.65,296.5,296.7,295.36,196585,5806247925000.0,3437,72781,0.37020000000000003
2015-02-13,WONDERLA,EQ,296.7,297.0,304.8,293.0,301.45,301.95,299.92,137372,4120067050000.0,2996,51561,0.3753
2015-02-16,WONDERLA,EQ,301.95,301.95,304.9,300.0,300.1,301.5,302.81,76290,2310162780000.0,1695,30027,0.3936
2015-02-18,WONDERLA,EQ,301.5,300.0,302.7,289.25,291.5,291.25,293.99,199295,5858985040000.0,4273,115268,0.5784
2015-02-19,WONDERLA,EQ,291.25,292.5,294.35,285.0,288.0,288.1,289.83,184297,5341459295000.0,2990,123595,0.6706000000000001
2015-02-20,WONDERLA,EQ,288.1,287.0,294.0,287.0,293.0,292.5,292.02,81573,2382128920000.0,1708,31668,0.3882
2015-02-23,WONDERLA,EQ,292.5,294.3,294.3,283.55,285.7,285.65,288.23,113618,3274787865000.0,2459,69203,0.6091
2015-02-24,WONDERLA,EQ,285.65,287.0,287.0,282.05,282.85,283.0,283.96,104323,2962355840000.0,2183,56511,0.5417000000000001
2015-02-25,WONDERLA,EQ,283.0,284.9,286.85,276.7,279.8,279.15,281.68,125477,3534455740000.0,3459,73435,0.5852
2015-02-26,WONDERLA,EQ,279.15,280.9,285.0,276.1,282.25,282.05,279.79,126946,3551885140000.0,3201,52765,0.4156
2015-02-27,WONDERLA,EQ,282.05,282.5,291.2,282.5,289.0,289.75,286.72,148913,4269676235000.0,3283,71029,0.47700000000000004
2015-02-28,WONDERLA,EQ,289.75,292.8,294.0,280.25,281.0,283.25,286.38,143363,4105642975000.0,2531,87545,0.6107
2015-03-02,WONDERLA,EQ,283.25,284.95,285.0,268.4,269.0,269.4,272.66,458285,12495610860000.0,6933,367427,0.8017000000000001
2015-03-03,WONDERLA,EQ,269.4,272.5,279.8,271.05,273.75,273.05,275.71,336824,9286544710000.0,4587,208628,0.6194
2015-03-04,WONDERLA,EQ,273.05,276.95,277.5,270.3,271.95,272.0,274.03,180159,4936826235000.0,2646,106520,0.5913
2015-03-05,WONDERLA,EQ,272.0,274.45,274.9,269.6,274.1,272.9,272.23,120084,3269018035000.0,2726,73051,0.6083
2015-03-09,WONDERLA,EQ,272.9,273.0,273.5,268.5,273.4,272.2,270.89,128740,3487470079999.9995,2229,71015,0.5516
2015-03-10,WONDERLA,EQ,272.2,278.0,280.9,273.0,277.0,277.1,277.1,304384,8434542315000.001,6246,118764,0.39020000000000005
2015-03-11,WONDERLA,EQ,277.1,275.1,277.85,270.5,272.45,272.85,274.31,100269,2750429195000.0,2353,63328,0.6315999999999999
2015-03-12,WONDERLA,EQ,272.85,273.65,284.9,273.65,282.0,283.15,281.81,301627,8500264355000.0,5212,142862,0.4736
2015-03-13,WONDERLA,EQ,283.15,284.0,285.0,272.85,274.55,274.55,277.32,151833,4210596495000.0005,2895,86508,0.5698
2015-03-16,WONDERLA,EQ,274.55,276.0,276.0,270.45,273.0,272.2,272.99,57486,1569287755000.0,1673,27194,0.4731
